date,npa_on_the_day,npa_day_before,npa_one_week_out,npa_two_weeks_out,npa_one_month_out,npa_two_months_out
2025-03-03,5.0,5.0,14.0,18.0,20.0,26.0
2025-03-04,9.0,10.0,15.0,17.0,20.0,26.0
2025-03-05,13.0,17.0,20.0,22.0,24.0,25.0
2025-03-06,12.0,14.0,19.0,23.0,25.0,26.0
2025-03-07,10.0,0.0,0.0,0.0,0.0,0.0
2025-03-09,8.0,13.0,18.0,18.0,22.0,23.0
2025-03-10,6.0,7.0,13.0,13.0,17.0,19.0
2025-03-11,0.0,4.0,11.0,11.0,17.0,17.0
2025-03-12,8.0,8.0,17.0,17.0,19.0,20.0
2025-03-14,12.0,0.0,0.0,0.0,0.0,0.0
2025-03-15,11.0,11.0,0.0,0.0,0.0,0.0
2025-03-16,12.0,13.0,17.0,18.0,21.0,25.0
2025-03-17,12.0,14.0,19.0,20.0,20.0,26.0
2025-03-18,14.0,15.0,20.0,20.0,19.0,26.0
2025-03-19,16.0,17.0,20.0,21.0,22.0,25.0
2025-03-20,20.0,21.0,21.0,22.0,23.0,25.0
2025-03-21,,0.0,0.0,0.0,0.0,0.0
2025-02-08,25.0,22.0,0.0,0.0,,
2025-03-22,,,0.0,0.0,0.0,0.0
2025-03-23,,,17.0,20.0,24.0,28.0
2025-03-24,,,16.0,18.0,22.0,29.0
2025-03-25,,,17.0,19.0,20.0,28.0
2025-03-26,,,19.0,21.0,21.0,29.0
2025-03-27,,,23.0,27.0,26.0,30.0
2025-03-28,,,,0.0,0.0,0.0
2025-03-29,,,,0.0,0.0,0.0
2025-03-30,,,,18.0,19.0,27.0
2025-03-31,,,,24.0,25.0,27.0
2025-04-01,,,,0.0,0.0,0.0
2025-04-02,,,,0.0,0.0,0.0
2025-04-03,,,,0.0,0.0,0.0
2025-04-04,,,,,0.0,0.0
2025-03-08,2.0,7.0,0.0,0.0,0.0,
2025-04-05,,,,,0.0,0.0
2025-04-06,,,,,0.0,0.0
2025-04-07,,,,,0.0,0.0
2025-04-08,,,,,0.0,0.0
2025-04-09,,,,,0.0,0.0
2025-03-13,16.0,16.0,21.0,22.0,23.0,
2025-04-10,,,,,0.0,0.0
2025-04-11,,,,,0.0,0.0
2025-04-12,,,,,0.0,0.0
2025-04-13,,,,,0.0,0.0
2025-04-14,,,,,0.0,0.0
2025-04-15,,,,,0.0,0.0
2025-04-16,,,,,0.0,0.0
2025-04-17,,,,,0.0,0.0
2025-04-18,,,,,,0.0
2025-04-19,,,,,,0.0
2025-04-20,,,,,,0.0
2025-04-21,,,,,,0.0
2025-04-22,,,,,,0.0
2025-04-23,,,,,,0.0
2025-04-24,,,,,,0.0
2025-04-25,,,,,,0.0
2025-04-26,,,,,,0.0
2025-04-27,,,,,,0.0
2025-04-28,,,,,,0.0
2025-04-29,,,,,,0.0
2025-04-30,,,,,,0.0
2025-05-01,,,,,,0.0
2025-05-02,,,,,,0.0
2025-05-03,,,,,,0.0
2025-05-04,,,,,,0.0
2025-05-05,,,,,,0.0
2025-05-06,,,,,,0.0
2025-05-07,,,,,,0.0
2025-05-08,,,,,,0.0
2025-05-09,,,,,,0.0
2025-05-10,,,,,,0.0
2025-05-11,,,,,,0.0
2025-05-12,,,,,,0.0
2025-05-13,,,,,,0.0
2025-05-14,,,,,,0.0
2025-05-15,,,,,,0.0
2025-11-02,0.0,,,,,
2025-11-03,0.0,1.0,,,,
2025-11-09,0.0,4.0,21.0,,,
2025-11-16,,,16.0,23.0,,
2025-11-30,,,,,23.0,
2025-12-28,,,,,,0.0
2025-11-04,0.0,16.0,,,,
2025-11-10,0.0,3.0,17.0,,,
2025-11-17,,,0.0,27.0,,
2025-12-01,,,,,25.0,
2025-12-29,,,,,,0.0
2025-11-05,0.0,12.0,,,,
2025-11-11,11.0,0.0,23.0,,,
2025-11-18,,,12.0,24.0,,
2025-12-02,,,,,28.0,
2025-12-30,,,,,,0.0
2025-11-06,3.0,5.0,,,,
2025-11-12,,10.0,20.0,,,
2025-11-19,,,,29.0,,
2025-12-03,,,,,32.0,
2025-12-31,,,,,,0.0
2025-11-07,0.0,0.0,,,,
2025-11-13,,,22.0,,,
2025-11-20,,,,29.0,,
2025-12-04,,,,,32.0,
2026-01-01,,,,,,0.0
2025-11-08,0.0,0.0,,,,
2025-11-14,,,0.0,,,
2025-11-21,,,,0.0,,
2025-12-05,,,,,0.0,
2026-01-02,,,,,,0.0
2025-11-15,,,1.0,,,
2025-11-22,,,,0.0,,
2025-12-06,,,,,0.0,
2026-01-03,,,,,,0.0
2025-11-23,,,,17.0,,
2025-12-07,,,,,35.0,
2026-01-04,,,,,,20.0
2025-11-24,,,,0.0,,
2025-12-08,,,,,0.0,
2026-01-05,,,,,,0.0
2025-11-25,,,,16.0,,
2025-12-09,,,,,22.0,
2026-01-06,,,,,,6.0
