date,npa_on_the_day,npa_day_before,npa_one_week_out,npa_two_weeks_out,npa_one_month_out,npa_two_months_out
2025-03-05,12.0,45.0,45.0,47.0,47.0,50.0
2025-03-06,16.0,43.0,43.0,45.0,48.0,50.0
2025-03-07,20.0,42.0,42.0,42.0,43.0,45.0
2025-03-09,2.0,23.0,44.0,44.0,45.0,46.0
2025-03-10,7.0,47.0,47.0,47.0,49.0,50.0
2025-03-11,12.0,45.0,45.0,45.0,46.0,48.0
2025-03-12,11.0,40.0,41.0,42.0,46.0,48.0
2025-03-14,16.0,41.0,41.0,41.0,46.0,49.0
2025-03-15,13.0,39.0,40.0,40.0,45.0,50.0
2025-03-16,13.0,34.0,47.0,47.0,48.0,50.0
2025-03-17,16.0,47.0,48.0,48.0,49.0,50.0
2025-03-18,24.0,46.0,48.0,48.0,49.0,50.0
2025-03-19,24.0,47.0,48.0,49.0,49.0,50.0
2025-03-20,22.0,44.0,46.0,47.0,49.0,50.0
2025-03-21,,46.0,49.0,49.0,48.0,50.0
2025-02-08,29.0,40.0,36.0,40.0,,
2025-03-22,,,46.0,49.0,48.0,50.0
2025-03-23,,,48.0,49.0,48.0,50.0
2025-03-24,,,48.0,49.0,48.0,49.0
2025-03-25,,,48.0,49.0,48.0,49.0
2025-03-26,,,44.0,46.0,47.0,49.0
2025-03-27,,,31.0,33.0,26.0,29.0
2025-03-28,,,,29.0,24.0,29.0
2025-03-29,,,,24.0,24.0,29.0
2025-03-30,,,,45.0,45.0,48.0
2025-03-31,,,,48.0,48.0,49.0
2025-04-01,,,,46.0,46.0,45.0
2025-04-02,,,,48.0,49.0,47.0
2025-04-03,,,,46.0,47.0,45.0
2025-04-04,,,,,32.0,34.0
2025-03-08,8.0,30.0,38.0,38.0,42.0,
2025-04-05,,,,,33.0,37.0
2025-04-06,,,,,43.0,45.0
2025-04-07,,,,,49.0,49.0
2025-04-08,,,,,46.0,48.0
2025-04-09,,,,,50.0,49.0
2025-03-13,25.0,42.0,44.0,43.0,45.0,
2025-04-10,,,,,49.0,48.0
2025-04-11,,,,,46.0,48.0
2025-04-12,,,,,42.0,47.0
2025-04-13,,,,,45.0,47.0
2025-04-14,,,,,42.0,48.0
2025-04-15,,,,,46.0,48.0
2025-04-16,,,,,43.0,47.0
2025-04-17,,,,,41.0,44.0
2025-04-18,,,,,,0.0
2025-04-19,,,,,,0.0
2025-04-20,,,,,,0.0
2025-04-21,,,,,,0.0
2025-04-22,,,,,,44.0
2025-04-23,,,,,,47.0
2025-04-24,,,,,,47.0
2025-04-25,,,,,,46.0
2025-04-26,,,,,,43.0
2025-04-27,,,,,,48.0
2025-04-28,,,,,,48.0
2025-04-29,,,,,,49.0
2025-04-30,,,,,,49.0
2025-05-01,,,,,,49.0
2025-05-02,,,,,,30.0
2025-05-03,,,,,,30.0
2025-05-04,,,,,,32.0
2025-05-05,,,,,,49.0
2025-05-06,,,,,,49.0
2025-05-07,,,,,,49.0
2025-05-08,,,,,,48.0
2025-05-09,,,,,,44.0
2025-05-10,,,,,,43.0
2025-05-11,,,,,,47.0
2025-05-12,,,,,,49.0
2025-05-13,,,,,,49.0
2025-05-14,,,,,,49.0
2025-05-15,,,,,,49.0
2025-11-02,0.0,,,,,
2025-11-03,0.0,0.0,,,,
2025-11-09,0.0,0.0,0.0,,,
2025-11-16,,,0.0,0.0,,
2025-11-30,,,,,0.0,
2025-12-28,,,,,,0.0
2025-11-04,0.0,0.0,,,,
2025-11-10,0.0,0.0,0.0,,,
2025-11-17,,,0.0,0.0,,
2025-12-01,,,,,0.0,
2025-12-29,,,,,,21.0
2025-11-05,0.0,0.0,,,,
2025-11-11,0.0,0.0,0.0,,,
2025-11-18,,,0.0,0.0,,
2025-12-02,,,,,0.0,
2025-12-30,,,,,,0.0
2025-11-06,0.0,0.0,,,,
2025-11-12,,0.0,0.0,,,
2025-11-19,,,,0.0,,
2025-12-03,,,,,0.0,
2025-12-31,,,,,,0.0
2025-11-07,0.0,0.0,,,,
2025-11-13,,,0.0,,,
2025-11-20,,,,0.0,,
2025-12-04,,,,,0.0,
2026-01-01,,,,,,0.0
2025-11-08,0.0,0.0,,,,
2025-11-14,,,0.0,,,
2025-11-21,,,,0.0,,
2025-12-05,,,,,0.0,
2026-01-02,,,,,,31.0
2025-11-15,,,0.0,,,
2025-11-22,,,,0.0,,
2025-12-06,,,,,0.0,
2026-01-03,,,,,,35.0
2025-11-23,,,,0.0,,
2025-12-07,,,,,0.0,
2026-01-04,,,,,,43.0
2025-11-24,,,,0.0,,
2025-12-08,,,,,0.0,
2026-01-05,,,,,,0.0
2025-11-25,,,,0.0,,
2025-12-09,,,,,0.0,
2026-01-06,,,,,,38.0
